,time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
240,2019-04-30T03:22:56Z,1556594576,28362.78,425.214,1.044269,0.8270367,0.1485095,-,,-,-0.0,0.04363323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,291.15,246666.7,0.0
241,2019-04-30T03:22:57Z,1556594577,27879.92,426.188,1.085001,0.8270372,0.1485102,-,,-,-0.0,0.04363323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,291.15,249166.7,0.0
242,2019-04-30T03:22:58Z,1556594578,29603.6,425.3865,1.162786,0.8270373,0.1485105,-,,-,-0.0,0.04363323,0.03207832,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,289.9108,245357.1,3790.504
243,2019-04-30T03:22:59Z,1556594579,29162.97,424.5272,1.303761,0.8270373,0.148511,-,,-,-0.0,0.04363323,0.08225211,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,290.3863,0.0,2441.836
244,2019-04-30T03:23:00Z,1556594580,28528.43,426.5883,1.303761,0.8270374,0.148511,-,,-,-0.0,0.04363323,0.1671326,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,291.15,0.0,2123.819
245,2019-04-30T03:23:01Z,1556594581,35392.06,425.2833,1.303761,0.8270374,0.1485112,-,,-,-0.0,0.04363323,0.3635275,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,291.15,0.0,10273.3
246,2019-04-30T03:23:02Z,1556594582,46853.79,423.9126,1.303761,0.8270373,0.1485112,-,1.0,"ZÃ¼rich, Herdernstrasse",-0.0,0.04543254,0.9391952,0.9175102,0.9175102,0.9175102,0.9175102,0.9175102,0.9175102,0,1,0,0,291.15,0.0,14819.53
247,2019-04-30T03:23:03Z,1556594583,60282.95,425.312,1.303761,0.8270372,0.148511,-,,-,-0.0,0.1134464,1.644855,1.59701,1.631732,1.600768,1.627973,1.614371,1.614371,0,1,0,0,291.15,0.0,16291.17
248,2019-04-30T03:23:04Z,1556594584,74734.64,426.502,1.303761,0.827037,0.1485111,-,,-,-0.02617994,0.1658063,2.450197,2.351894,2.421338,2.351894,2.407736,2.373013,2.390374,0,1,0,0,291.15,0.0,16752.33
249,2019-04-30T03:23:05Z,1556594585,87416.82,426.707,1.303761,0.827037,0.1485111,-,,-,-0.06108652,0.1727149,3.224378,3.085169,3.189336,3.085169,3.15823,3.10253,3.144486,0,1,0,0,291.15,0.0,16936.65
250,2019-04-30T03:23:06Z,1556594586,73382.04,427.4,1.303761,0.8270369,0.1485111,-,,-,-0.06981317,0.1308997,3.88771,3.699499,3.803666,3.71686,3.800049,3.713243,3.803666,0,1,0,0,289.9132,0.0,9906.08
251,2019-04-30T03:23:07Z,1556594587,110643.6,427.4154,1.303761,0.8270369,0.1485111,-,,-,-0.06981317,0.1047198,4.60315,4.406098,4.48306,4.423459,4.496662,4.409856,4.486818,0,1,0,0,289.15,0.0,16749.97
252,2019-04-30T03:23:08Z,1556594588,125114.1,428.8055,1.303761,0.8270369,0.1485112,-,,-,-0.04363323,0.05235988,5.376899,5.175347,5.21007,5.17882,5.206597,5.133681,5.27257,0,1,0,0,289.15,0.0,16983.43
253,2019-04-30T03:23:09Z,1556594589,140496.9,429.296,1.303761,0.8270369,0.1485112,-,,-,-0.008726646,0.006912195,6.140758,5.939101,5.939101,5.94271,5.94271,5.939101,6.008545,0,1,0,0,289.15,0.0,17246.37
254,2019-04-30T03:23:10Z,1556594590,153024.2,428.9055,1.303761,0.8270368,0.1485113,-,,-,0.02804993,-0.04550323,6.958282,6.7551,6.678215,6.768741,6.695576,6.741459,6.734019,0,1,0,0,289.15,0.0,17097.5
255,2019-04-30T03:23:11Z,1556594591,153352.6,429.3967,1.303761,0.8270367,0.1485114,-,,-,0.06108652,-0.05235988,7.710003,7.48386,7.379694,7.487477,7.379694,7.511348,7.400671,0,1,0,0,289.15,0.0,15502.8
256,2019-04-30T03:23:12Z,1556594592,159748.1,429.1165,1.303761,0.8270367,0.1485114,-,,-,0.06981317,-0.05235988,8.406065,8.168713,8.029824,8.164992,8.078187,8.199715,8.060826,0,1,0,0,289.15,0.0,14879.44
257,2019-04-30T03:23:13Z,1556594593,131946.1,430.592,1.303761,0.8270367,0.1485115,-,,-,0.06981317,-0.01556402,9.012637,8.70822,8.659895,8.718063,8.673497,8.777664,8.652378,0,1,0,0,289.15,0.0,11146.17
258,2019-04-30T03:23:14Z,1556594594,194291.3,429.793,1.303761,0.8270366,0.1485117,-,,-,0.02617994,0.008726646,9.659472,9.293117,9.293117,9.32408,9.320322,9.372405,9.30296,0,1,0,0,289.15,0.0,16532.71
259,2019-04-30T03:23:15Z,1556594595,209744.3,429.0934,1.303761,0.8270366,0.1485118,-,,-,0.01745329,0.008726646,10.44024,10.05305,10.05305,10.08401,10.05305,10.09153,10.08168,0,1,0,0,289.15,0.0,16870.68
260,2019-04-30T03:23:16Z,1556594596,226692.6,428.5055,1.303761,0.8270365,0.1485118,-,,-,0.01745329,0.006837372,11.23941,10.81493,10.78773,10.82245,10.82853,10.86702,10.82853,0,1,0,0,289.15,0.0,16638.9
261,2019-04-30T03:23:17Z,1556594597,205156.9,429.0,1.303761,0.8270365,0.1485119,-,,-,0.01745329,0.01745329,11.91876,11.45435,11.46187,11.47923,11.48907,11.51019,11.50268,0,1,0,0,289.15,0.0,14796.0
262,2019-04-30T03:23:18Z,1556594598,169342.0,429.0,1.313023,0.8270365,0.1485121,-,,-,0.01745329,0.01745329,12.34596,11.88719,11.88719,11.88719,11.90123,11.93262,11.93262,0,1,0,0,289.15,0.0,11272.1
263,2019-04-30T03:23:19Z,1556594599,266191.1,428.9744,2.014613,0.8270361,0.1485132,-,,-,0.01745329,0.01745329,12.80809,12.28761,12.29512,12.32985,12.33969,12.35329,12.32985,0,1,0,0,289.15,0.0,16554.9
264,2019-04-30T03:23:20Z,1556594600,166643.9,427.4272,2.045889,0.8270338,0.1485188,-,,-,0.01745329,0.01745329,13.4574,12.95485,12.98957,12.9845,12.97475,12.97728,13.00694,0,1,0,0,289.15,0.0,12657.26
265,2019-04-30T03:23:21Z,1556594601,140516.4,429.1464,2.068159,0.8270318,0.148522,-,,-,0.01745329,0.008726646,13.66433,13.16181,13.16181,13.15189,13.16181,13.1891,13.1829,0,1,0,0,289.15,0.0,8277.81
266,2019-04-30T03:23:22Z,1556594602,116191.2,431.9696,2.063971,0.8270308,0.1485249,-,,-,0.01745329,-0.0,13.85654,13.35741,13.3438,13.3438,13.32644,13.35132,13.3438,0,1,0,0,289.15,0.0,6547.549
267,2019-04-30T03:23:23Z,1556594603,89438.84,430.1287,2.018157,0.82703,0.1485291,-,,-,0.01745329,-0.0,13.88956,13.38061,13.37317,13.37689,13.32853,13.39053,13.33597,0,1,0,0,289.15,0.0,4385.146
268,2019-04-30T03:23:24Z,1556594604,84789.38,431.8831,2.052393,0.827028,0.1485312,-,,-,0.01745329,-0.0,13.91943,13.4128,13.38443,13.40813,13.38125,13.44435,13.39227,0,1,0,0,289.15,0.0,3967.737
269,2019-04-30T03:23:25Z,1556594605,83533.05,430.6096,2.04392,0.8270266,0.1485356,-,,-,0.01745329,-0.0,13.91902,13.40324,13.39587,13.42323,13.36483,13.4206,13.39956,0,1,0,0,289.15,0.0,3967.357
270,2019-04-30T03:23:26Z,1556594606,84567.53,431.1643,2.053574,0.8270257,0.1485388,-,,-,0.01745329,-0.0,13.93122,13.43389,13.39917,13.42999,13.37224,13.44346,13.37614,0,1,0,0,289.15,0.0,3918.812
271,2019-04-30T03:23:27Z,1556594607,66346.34,429.0392,2.114976,0.8270233,0.1485426,-,,-,0.01745329,-0.0,13.92231,13.41898,13.41146,13.38801,13.38282,13.44242,13.39642,0,1,0,0,289.15,0.0,2799.484
272,2019-04-30T03:23:28Z,1556594608,30064.02,425.324,2.092545,0.8270205,0.1485509,-,,-,0.01745329,0.008726646,13.80924,13.32092,13.32092,13.2997,13.25919,13.29391,13.2669,0,1,0,0,289.15,0.0,-28.65466
273,2019-04-30T03:23:29Z,1556594609,30167.38,426.8824,2.08578,0.8270187,0.148556,-,,-,0.01745329,0.008726646,13.65749,13.15982,13.15982,13.12878,13.13509,13.15246,13.12142,0,1,0,0,289.15,0.0,-49.93165
274,2019-04-30T03:23:30Z,1556594610,29765.92,425.7958,2.092772,0.8270172,0.1485598,-,,-,0.01745329,0.008726646,13.52651,13.03081,13.03081,13.01703,12.98589,13.02777,13.00325,0,1,0,0,289.15,0.0,-34.92939
275,2019-04-30T03:23:31Z,1556594611,29887.15,425.5222,2.102536,0.8270149,0.1485679,-,,-,0.01745329,0.02617994,13.36572,12.84926,12.89121,12.84926,12.86662,12.863,12.86662,0,1,0,0,289.15,0.0,-35.33229
276,2019-04-30T03:23:32Z,1556594612,30008.23,427.1955,2.189759,0.827015,0.1485674,-,,-,0.008726646,0.008726646,13.19921,12.69051,12.71794,12.70058,12.68686,12.69051,12.70787,0,1,0,0,289.15,0.0,12.95022
277,2019-04-30T03:23:33Z,1556594613,17432.64,426.8898,2.14856,0.8270145,0.1485695,-,,-,0.008726646,0.008726646,13.07643,12.60831,12.61567,12.59831,12.57359,12.60831,12.60094,0,1,0,0,288.531,0.0,-685.0528
278,2019-04-30T03:23:34Z,1556594614,-33487.35,426.276,2.151824,0.8270135,0.1485721,-,,-,0.008726646,0.01745329,12.71212,12.25307,12.28035,12.22455,12.20843,12.25555,12.22827,0,1,0,0,288.15,0.0,-5275.756
279,2019-04-30T03:23:35Z,1556594615,-75268.75,424.8096,2.141658,0.8270123,0.1485759,-,,-,0.008726646,0.008726646,12.16719,11.72991,11.75719,11.67039,11.67783,11.71875,11.68527,0,1,0,0,288.15,0.0,-8845.837
280,2019-04-30T03:23:36Z,1556594616,-152011.7,425.4091,2.150223,0.8270115,0.1485793,-,,-,0.008726646,0.01745329,11.26937,10.8935,10.92043,10.78154,10.80669,10.81626,10.80669,0,1,0,0,288.15,0.0,-16639.75
281,2019-04-30T03:23:37Z,1556594617,-151650.3,426.1016,2.148026,0.8270112,0.1485825,-,,-,0.008726646,0.01745329,10.16122,9.812048,9.84677,9.729001,9.756207,9.777326,9.773567,0,1,0,0,288.15,0.0,-18641.8
282,2019-04-30T03:23:38Z,1556594618,-145339.4,426.2208,2.118746,0.8270109,0.1485853,-,,-,0.008726646,0.01934257,9.043876,8.73387,8.768592,8.660666,8.660666,8.695389,8.687872,0,1,0,0,288.15,0.0,-20465.38
283,2019-04-30T03:23:39Z,1556594619,-122531.5,427.516,2.112728,0.8270097,0.1485877,-,,-,0.008726646,0.03490658,7.90984,7.612983,7.647705,7.543539,7.578261,7.595622,7.595622,0,1,0,0,288.15,0.0,-20535.21
284,2019-04-30T03:23:40Z,1556594620,-76589.55,428.4984,2.060465,0.8270097,0.1485901,-,,-,-0.0,0.05235988,6.795696,6.523438,6.592882,6.481275,6.537079,6.529638,6.519718,0,1,0,0,288.15,0.0,-17085.87
285,2019-04-30T03:23:41Z,1556594621,-75857.4,428.4405,2.120785,0.8270095,0.1485918,-,,-,-0.008726646,0.06108652,5.813191,5.572704,5.634989,5.548184,5.582906,5.544604,5.593108,0,1,0,0,288.15,0.0,-19541.15
286,2019-04-30T03:23:42Z,1556594622,-57846.0,431.073,2.134223,0.8270087,0.1485933,-,,-,-0.008726646,0.07853982,4.719213,4.486281,4.555726,4.46892,4.513844,4.496483,4.503643,0,1,0,0,288.15,0.0,-20407.65
287,2019-04-30T03:23:43Z,1556594623,-34718.25,429.315,2.112519,0.8270085,0.1485942,-,,-,-0.008726646,0.07853982,3.555573,3.401747,3.436469,3.363379,3.415462,3.38074,3.401747,0,1,0,0,288.15,0.0,-20532.58
288,2019-04-30T03:23:44Z,1556594624,-14652.36,430.2984,2.041784,0.8270083,0.1485953,-,,-,-0.02617994,0.03490658,2.379501,2.272337,2.272337,2.237615,2.258734,2.254976,2.258734,0,1,0,0,288.15,0.0,-22177.45
289,2019-04-30T03:23:45Z,1556594625,20875.63,430.207,2.026156,0.8270079,0.1485966,-,,-,-0.008726646,0.01745329,1.32406,1.172718,1.172718,1.18657,1.18657,1.18657,1.200422,0,1,0,0,288.15,0.0,-10732.37
290,2019-04-30T03:23:46Z,1556594626,60596.33,430.693,2.016165,0.8270073,0.1485979,-,,-,-0.008726646,0.008726646,1.608252,1.565009,1.565009,1.565009,1.565009,1.565009,1.565009,0,1,0,0,288.15,0.0,16614.3
291,2019-04-30T03:23:47Z,1556594627,76566.93,430.1324,2.165098,0.8270068,0.1485976,-,,-,-0.0,-0.0,2.423584,2.353068,2.353068,2.353068,2.353068,2.353068,2.353068,0,1,0,0,288.15,0.0,17457.31
292,2019-04-30T03:23:48Z,1556594628,88422.15,425.6508,2.440391,0.8270048,0.148595,-,,-,0.01745329,-0.01919862,3.22161,3.131727,3.124783,3.149089,3.128255,3.145617,3.145617,0,1,0,0,288.15,0.0,17025.38
293,2019-04-30T03:23:49Z,1556594629,56784.88,422.776,1.755089,0.8270043,0.1485943,-,,-,0.03490658,-0.03490658,3.946933,3.849804,3.815082,3.83996,3.805238,3.836202,3.818841,0,1,0,0,288.15,0.0,7957.644
294,2019-04-30T03:23:50Z,1556594630,113247.8,421.3112,1.603511,0.8270036,0.1485938,-,,-,0.04363323,0.01059664,4.699904,4.542721,4.542721,4.546441,4.542721,4.581163,4.546441,0,1,0,0,288.15,0.0,16938.12
295,2019-04-30T03:23:51Z,1556594631,127067.2,421.9776,1.58374,0.827004,0.1485944,-,,-,-0.001851107,0.1502041,5.510268,5.245916,5.426893,5.26696,5.405849,5.363761,5.34377,0,1,0,0,288.15,0.0,16766.17
296,2019-04-30T03:23:52Z,1556594632,136174.5,420.5872,2.054169,0.8270029,0.1485951,-,,-,-0.08922551,0.2356195,6.386081,6.064188,6.376688,6.025568,6.320707,6.108476,6.237799,0,1,0,0,288.15,0.0,15798.35
297,2019-04-30T03:23:53Z,1556594633,94307.48,419.784,1.835038,0.827003,0.1485958,-,,-,-0.1308997,0.1726436,7.10275,6.746749,7.01701,6.746749,6.974771,6.694666,7.01701,0,1,0,0,288.15,0.0,9056.901
298,2019-04-30T03:23:54Z,1556594634,128862.9,418.7278,1.874643,0.8270018,0.1485971,-,,-,-0.06981317,0.08532721,7.864127,7.564984,7.66915,7.578487,7.673008,7.5129,7.694228,0,1,0,0,288.15,0.0,12862.7
299,2019-04-30T03:23:55Z,1556594635,29229.59,414.0017,1.655932,0.8269999,0.1485985,-,,-,-0.02429066,0.03301731,8.387384,8.096889,8.137696,8.079528,8.096889,8.031203,8.141455,0,1,0,0,288.15,0.0,92.8884
300,2019-04-30T03:23:56Z,1556594636,27889.29,414.0792,1.631532,0.827,0.1485996,-,,-,0.008726646,-0.0,8.718335,8.412084,8.412084,8.412084,8.377361,8.384727,8.425761,0,1,0,0,288.15,0.0,-80.08891
301,2019-04-30T03:23:57Z,1556594637,-57239.94,412.7677,1.504329,0.827,0.148601,-,,-,0.02617994,-0.0,8.596286,8.357347,8.328663,8.279598,8.238838,8.29696,8.305264,0,1,0,0,288.15,0.0,-9901.364
302,2019-04-30T03:23:58Z,1556594638,-86145.44,410.8423,1.598011,0.8269999,0.1486026,-,,-,0.04539619,-0.06284948,8.177329,8.011583,7.872694,7.928285,7.796235,7.924778,7.844986,0,1,0,0,288.15,0.0,-14635.37
303,2019-04-30T03:23:59Z,1556594639,-74910.83,407.283,1.661642,0.8269995,0.1486042,-,,-,0.08915573,-0.1047198,7.509806,7.382209,7.173875,7.291645,7.090828,7.295403,7.121792,0,1,0,0,288.15,0.0,-14884.48
304,2019-04-30T03:24:00Z,1556594640,-112352.1,406.2952,1.666706,0.8269994,0.1486058,-,,-,0.1047198,-0.1134464,6.693654,6.613532,6.405199,6.482239,6.283671,6.482239,6.312426,0,1,0,0,288.15,0.0,-22435.14
305,2019-04-30T03:24:01Z,1556594641,-100927.7,405.9951,1.661467,0.8269992,0.1486081,-,,-,0.1047198,-0.08726646,5.338537,5.254947,5.123853,5.1894,5.07177,5.197195,5.040945,0,1,0,0,288.15,14166.67,-26891.88
306,2019-04-30T03:24:02Z,1556594642,-68200.44,405.7,1.656317,0.8269989,0.1486103,-,,-,0.08726646,-0.0,3.73601,3.590178,3.590178,3.538095,3.538095,3.603923,3.520734,0,1,0,0,288.15,29166.67,-30137.19
343,2019-04-30T03:24:39Z,1556594679,114686.0,402.4864,2.668338,0.8269806,0.148626,-,,-,-0.05235988,0.08537719,9.55904,9.109371,9.282982,9.147852,9.279223,9.095768,9.300344,0,1,0,0,288.15,0.0,8467.959
344,2019-04-30T03:24:40Z,1556594680,154678.4,401.6936,2.552539,0.8269815,0.1486251,-,,-,-0.02617994,0.0504706,9.911666,9.479446,9.583613,9.524013,9.576097,9.504325,9.612249,0,1,0,0,288.15,0.0,11924.43
345,2019-04-30T03:24:41Z,1556594681,160075.0,401.2856,2.604556,0.8269805,0.1486255,-,,-,-0.0,0.01745329,10.37339,9.979644,9.986936,9.98329,10.00065,9.98329,10.05551,0,1,0,0,288.15,0.0,12252.22
346,2019-04-30T03:24:42Z,1556594682,163061.6,400.5,2.538174,0.8269805,0.1486257,-,,-,0.01070589,0.008726646,10.80355,10.41305,10.41305,10.41305,10.41305,10.40357,10.42487,0,1,0,0,288.15,0.0,12073.92
347,2019-04-30T03:24:43Z,1556594683,161880.6,400.4888,2.567048,0.8269795,0.1486265,-,,-,0.01745329,-0.0,11.23961,10.81652,10.78556,10.84748,10.79916,10.84373,10.81276,0,1,0,0,288.15,0.0,11418.06
348,2019-04-30T03:24:44Z,1556594684,154210.1,399.8045,2.330998,0.826979,0.1486304,-,,-,0.01745329,-0.0,11.61965,11.17845,11.17845,11.18235,11.17845,11.20538,11.20148,0,1,0,0,288.15,0.0,10711.39
349,2019-04-30T03:24:45Z,1556594685,136998.3,400.0982,2.280581,0.8269777,0.1486326,-,,-,0.01745329,-0.0,11.92788,11.47483,11.46732,11.47483,11.47108,11.52924,11.49452,0,1,0,0,288.15,0.0,9058.877
350,2019-04-30T03:24:46Z,1556594686,55024.8,400.0,2.250794,0.8269774,0.1486339,-,,-,0.01745329,-0.0,12.03995,11.61699,11.58986,11.58986,11.55894,11.61699,11.59203,0,1,0,0,288.15,0.0,2674.259
351,2019-04-30T03:24:47Z,1556594687,29852.7,399.9981,2.315953,0.8269764,0.1486354,-,,-,0.01745329,0.0106356,11.88474,11.45521,11.46878,11.42809,11.42809,11.47258,11.43406,0,1,0,0,288.15,0.0,-3.824787
352,2019-04-30T03:24:48Z,1556594688,29526.4,399.9,2.310502,0.8269758,0.1486366,-,,-,0.01745329,0.01745329,11.71374,11.25607,11.26367,11.26746,11.2501,11.29459,11.27343,0,1,0,0,288.15,0.0,-10.70356
353,2019-04-30T03:24:49Z,1556594689,28787.3,399.9,2.293335,0.8269753,0.148638,-,,-,0.01745329,0.02617994,11.52354,11.07822,11.12046,11.06838,11.07214,11.09934,11.10543,0,1,0,0,288.15,0.0,-12.5016
354,2019-04-30T03:24:50Z,1556594690,28165.53,399.9018,2.29212,0.8269745,0.1486395,-,,-,0.008726646,0.02617994,11.34943,10.90756,10.95008,10.91146,10.90756,10.88843,10.92492,0,1,0,0,288.15,0.0,-12.30763
355,2019-04-30T03:24:51Z,1556594691,30051.48,400.0018,2.319543,0.8269736,0.1486409,-,,-,0.008726646,0.04363323,11.17212,10.6967,10.79364,10.73432,10.76615,10.74155,10.76977,0,1,0,0,288.15,0.0,-7.866755
356,2019-04-30T03:24:52Z,1556594692,30181.08,400.1016,2.31873,0.8269726,0.1486426,-,,-,-0.0,0.01745329,10.99419,10.58105,10.58105,10.57744,10.57744,10.56731,10.64978,0,1,0,0,288.15,0.0,-24.31462
357,2019-04-30T03:24:53Z,1556594693,89372.78,400.1981,2.269789,0.8269724,0.1486438,-,,-,0.01745329,0.01745329,10.9597,10.50866,10.5237,10.53354,10.51618,10.5237,10.52746,0,1,0,0,288.15,0.0,5415.608
358,2019-04-30T03:24:54Z,1556594694,90793.28,400.1018,2.315123,0.8269718,0.148645,-,,-,-0.0,0.03490658,11.08375,10.59998,10.66942,10.65773,10.65206,10.6308,10.64816,0,1,0,0,288.15,0.0,5498.876
359,2019-04-30T03:24:55Z,1556594695,30179.94,400.2018,2.359685,0.8269703,0.1486466,-,,-,-0.0,0.03316125,10.98909,10.55729,10.61285,10.56424,10.58507,10.59896,10.65451,0,1,0,0,288.15,0.0,25.79206
360,2019-04-30T03:24:56Z,1556594696,28988.27,400.3018,2.357394,0.8269693,0.1486482,-,,-,0.0106356,0.0106356,10.83552,10.3928,10.36567,10.42372,10.39659,10.39659,10.41395,0,1,0,0,288.15,0.0,-22.59015
361,2019-04-30T03:24:57Z,1556594697,30854.65,400.4068,2.232869,0.8269689,0.1486531,-,,-,0.01745329,0.01591894,10.66527,10.20687,10.23548,10.22423,10.22118,10.30703,10.23548,0,1,0,0,288.15,0.0,-13.53951
362,2019-04-30T03:24:58Z,1556594698,29639.9,400.8016,2.267995,0.8269678,0.1486534,-,,-,0.01745329,0.008726646,10.47014,10.07788,10.07036,10.06804,10.05067,10.0854,10.08916,0,1,0,0,287.53,0.0,-9.614729
363,2019-04-30T03:24:59Z,1556594699,29597.96,400.8962,2.3174,0.8269663,0.1486527,-,,-,0.01745329,0.01745329,10.2812,9.906248,9.906248,9.898373,9.888886,9.906248,9.90231,0,1,0,0,287.15,0.0,-23.63377
364,2019-04-30T03:25:00Z,1556594700,29249.06,400.7,2.296853,0.8269653,0.1486544,-,,-,0.01745329,0.01745329,10.15321,9.781152,9.781152,9.753947,9.753947,9.761464,9.761464,0,1,0,0,287.15,0.0,2.001329
365,2019-04-30T03:25:01Z,1556594701,-14096.85,400.6932,2.2965,0.8269643,0.1486561,-,,-,0.01745329,0.01745329,9.9231,9.531574,9.582226,9.547503,9.555021,9.564865,9.568624,0,1,0,0,287.15,0.0,-4551.723
366,2019-04-30T03:25:02Z,1556594702,-31940.65,400.243,2.272926,0.8269634,0.1486591,-,,-,0.01745329,0.01745329,9.438368,9.100634,9.108151,9.075756,9.079515,9.093117,9.096875,0,1,0,0,287.15,0.0,-6989.013
367,2019-04-30T03:25:03Z,1556594703,-34957.46,399.7968,2.24945,0.8269626,0.1486622,-,,-,0.01745329,0.008726646,8.911796,8.583883,8.591478,8.562723,8.552958,8.580085,8.539395,0,1,0,0,287.15,0.0,-7575.287
374,2019-04-30T03:25:10Z,1556594710,-22218.88,400.1943,2.127556,0.8269526,0.1486797,-,,-,0.01745329,0.02617994,2.27062,2.17628,2.17628,2.141558,2.145138,2.158919,2.158919,0,1,0,0,287.15,20833.33,-28513.99
375,2019-04-30T03:25:11Z,1556594711,21840.39,399.8952,2.127696,0.8269517,0.1486816,-,,-,0.01745329,0.02617994,0.7724769,0.5424005,0.5424005,0.6898804,0.6898804,0.6898804,0.6898804,0,1,0,0,287.15,118762.9,-17322.44
376,2019-04-30T03:25:12Z,1556594712,28578.89,399.5968,2.136395,0.8269509,0.1486836,-,,-,0.01745329,0.02617994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,287.15,119629.6,-6.655452
377,2019-04-30T03:25:13Z,1556594713,27972.82,399.3949,2.143442,0.8269501,0.1486856,-,,-,0.01745329,0.02617994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,287.15,245646.2,-2.601404
378,2019-04-30T03:25:14Z,1556594714,28028.8,399.0949,2.153736,0.8269488,0.1486882,-,,-,0.01745329,0.02617994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,287.15,245651.0,-2.601404
379,2019-04-30T03:25:15Z,1556594715,28376.83,398.7966,2.153825,0.8269479,0.1486902,-,,-,0.01745329,0.02806921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,287.15,244819.6,0.0
380,2019-04-30T03:25:16Z,1556594716,27947.4,398.6016,2.124463,0.826947,0.1486922,-,,-,0.01745329,0.02617994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,287.15,244166.7,0.0
